candidate_uid,title,year,authors,venue,canonical_url,canonical_ids,source_pathways,source_names,selection_searches,selection_decisions,selection_rows,snowball_directions,snowball_decisions,snowball_seed_record_ids,snowball_rows,snowball_reason_samples,included_final,linked_record_id,primary_pathway,reconciliation_status
URL_625ba4738e,Bridging finance and AI: a comprehensive survey of large language models in financial system,2025,Ameer Tamoor Khan; Shuai Li; Xinwei Cao,,https://openalex.org/w4412475058,url:https://openalex.org/w4412475058,snowballing,snowballing,,,0,forward,exclude,A040 | A046,2,Broad survey on large language models in financial systems; redundant background relative to surveys already in the corpus.,no,,snowballing,screened_excluded
URL_9593ffaa6e,Can AI help with your personal finances?,2025,Oudom Hean; Utsha Saha; Binita Saha,,https://openalex.org/w4406219584,url:https://openalex.org/w4406219584,snowballing,snowballing,,,0,forward,exclude,A001,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_ebd0c94562,Can artificial intelligence solve the blockchain oracle problem? Unpacking the challenges and possibilities,2025.0,Giulio Caldarelli,,https://openalex.org/w4416936153,url:https://openalex.org/w4416936153,snowballing,snowballing,,,0,forward,exclude,A009,1,Web/infrastructure or non-trading background reference; excluded for agentic trading snowballing.,no,,snowballing,screened_excluded
URL_fcde6ad465,Can foundation language models predict fluid dynamics?,2025,G. Wang; Sibo Cheng,,https://openalex.org/w4411580128,url:https://openalex.org/w4411580128,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_7aa3f2b149,Can GPT Help Improve Robo-advisory? The Construction of Robo-advisor for Users with Low Investment Experience Based on LLM,2024,Zeyu Feng,,https://openalex.org/w4401228076,url:https://openalex.org/w4401228076,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: finance/LLM paper without a direct trading-system, portfolio-construction, execution, or benchmark contribution.",no,,snowballing,screened_excluded
URL_03fcdfd368,Can large language models effectively process and execute financial trading instructions?,2025,Yu Kang; Xin Yang; G. Y. WANG; Y.-C. Wang; Zhanyu Wang; M.T. Liu,,https://openalex.org/w4416264522,url:https://openalex.org/w4416264522,snowballing,snowballing,,,0,forward,exclude,A024,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_a48dfb08d9,Can large language models effectively reason about adverse weather conditions?,2025,Nima Zafarmomen; Vidya Samadi,,https://openalex.org/w4408211945,url:https://openalex.org/w4408211945,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_818a4392ff,Can large language models replace human experts? Effectiveness and limitations in building energy retrofit challenges assessment,2025,Linyan Chen; Amos Darko; Fan Zhang; Albert P.C. Chan; Qiang Yang,,https://openalex.org/w4409036096,url:https://openalex.org/w4409036096,snowballing,snowballing,,,0,forward,exclude,A048,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_924ee84eca,Can Large World Models in Finance Lead Us to Utopia?,2024,Asimwe Yassin,,https://openalex.org/w4396763874,url:https://openalex.org/w4396763874,snowballing,snowballing,,,0,forward,exclude,A025,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8518813243,CBR-Ren: A Case-Based Reasoning Driven Retriever-Generator Model for Hybrid Long-Form Numerical Reasoning,2024,Boda Feng; Hui Gao; Peng Zhang; Jing Zhang,,https://openalex.org/w4399932259,url:https://openalex.org/w4399932259,snowballing,snowballing,,,0,forward,exclude,A033,1,Generic numerical reasoning / retriever-generator paper; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_fa32027255,Changing Bank Analysis Processes under the Influence of Artificial Intelligence Technologies,2026,T. N. Zverkova,,https://openalex.org/w7133209970,url:https://openalex.org/w7133209970,snowballing,snowballing,,,0,forward,exclude,A010,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_73545a2dc4,ChatScene: Knowledge-Enabled Safety-Critical Scenario Generation for Autonomous Vehicles,2024,Jiawei Zhang; Chejian Xu; Bo Li,,https://openalex.org/w4402727068,url:https://openalex.org/w4402727068,snowballing,snowballing,,,0,forward,exclude,A027,1,Autonomous-vehicle scenario generation; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_43541d44ce,Classification of Hallucinations in Large Language Models Using a Novel Weighted Metric,2024,S N Raghava,,https://openalex.org/w4405356896,url:https://openalex.org/w4405356896,snowballing,snowballing,,,0,forward,exclude,A048,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e0b91106e3,CNN-DRL for Scalable Actions in Finance,2023,Sina Montazeri; Akram Mirzaeinia; Haseebullah Jumakhan; Amir Mirzaeinia,,https://openalex.org/w4400811033,url:https://openalex.org/w4400811033,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_e74054f179,"Cognitive Computing and Business Intelligence Applications in Accounting, Finance and Management",2025,S.I. Ao; Marc Hurwitz; Vasile Palade,,https://openalex.org/w4407973386,url:https://openalex.org/w4407973386,snowballing,snowballing,,,0,forward,exclude,A033,1,Broad business-intelligence/accounting review; background rather than direct trading-system contribution.,no,,snowballing,screened_excluded
URL_19df9493a6,"Cogniwealth: Revolutionizing Finance, Empowering Investors, and Shaping the Future of Wealth Management",2024,R. Ramyadevi; G Sasidharan,,https://openalex.org/w4394564986,url:https://openalex.org/w4394564986,snowballing,snowballing,,,0,forward,exclude,A033,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0bfe1b15fd,Combining market-guided patterns and mamba for stock price prediction,2024,Y F Chang; Wei Lu; Feng Xue; Xinyu Lu,,https://openalex.org/w4404582105,url:https://openalex.org/w4404582105,snowballing,snowballing,,,0,forward,exclude,A034,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_f99fda6faf,Comparative Investigation of GPT and FinBERT’s Sentiment Analysis Performance in News Across Different Sectors,2025,Ji-Won Kang; Sun‐Yong Choi,,https://openalex.org/w4408291294,url:https://openalex.org/w4408291294,snowballing,snowballing,,,0,forward,exclude,A029,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_0cf1451135,Comparing ChatGPT And LSTM In Predicting Changes In Quarterly Financial Metrics,2024,Vitali Chaiko,,https://openalex.org/w4400211875,url:https://openalex.org/w4400211875,snowballing,snowballing,,,0,forward,exclude,A001,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_9a5b5f5148,Comprehensive Review on Natural Language Generation for Automated Report Writing in Finance,2024,Sagheer Abbas; Bishwanath Pal; S. Ajay; R. Faisal; S. Asifa; U. Haruna; B. Mua’az; A. Y. Abdulgaffar,,https://openalex.org/w4401628795,url:https://openalex.org/w4401628795,snowballing,snowballing,,,0,forward,exclude,A048,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_715ced45ae,Comprehensive survey of large models-driving intelligent decision making,2025,Yuanhang Zheng; Tong Wu; Xiangyu Xiao; Zeshui Xu,,https://openalex.org/w4411674052,url:https://openalex.org/w4411674052,snowballing,snowballing,,,0,forward,exclude,A040,1,Generic survey on large models for decision making; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_a8cd312837,Continual Learning of Large Language Models: A Comprehensive Survey,2025,Haizhou Shi; Zihao Xu; Hengyi Wang; Weiyi Qin; Wenyuan Wang; Yibin Wang; Zifeng Wang; Sayna Ebrahimi; Hao Wang,,https://openalex.org/w4410371768,url:https://openalex.org/w4410371768,snowballing,snowballing,,,0,forward,exclude,A033 | A036 | A040,3,Generic continual-learning survey for LLMs; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_5cd9aae744,Contrastive Unsupervised Graph Neural Network in Financial Industry,2024,Imran Babayaro,,https://openalex.org/w4405413425,url:https://openalex.org/w4405413425,snowballing,snowballing,,,0,forward,exclude,A045,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_967216a2cd,Cross-Domain Disentanglement: A Novel Approach to Financial Market Prediction,2024,Humam M. Abdul Sahib; Foad Ghaderi,,https://openalex.org/w4390872178,url:https://openalex.org/w4390872178,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_8c52fc323f,Data-driven stock forecasting models based on neural networks: A review,2024,Wuzhida Bao; Yuting Cao; Yin Yang; Hangjun Che; Junjian Huang; Shiping Wen,,https://openalex.org/w4401324765,url:https://openalex.org/w4401324765,snowballing,snowballing,,,0,forward,exclude,A038,1,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers.,no,,snowballing,screened_excluded
URL_64d8e54c56,Datasets for Large Language Models: A Comprehensive Survey,2024,Yang Liu; Jiahuan Cao; Chongyu Liu; Kai Ding; Lianwen Jin,,https://openalex.org/w4392402185,url:https://openalex.org/w4392402185 | url:https://openalex.org/w4415725257,snowballing,snowballing,,,0,forward,exclude,A036 | A040,2,Exclude at title/metadata screening: adjacent survey/review/bibliometric paper outside the corpus of primary technical studies and benchmark/infrastructure papers. | Generic dataset survey for LLMs; outside finance/trading scope.,no,,snowballing,screened_excluded
URL_7dc093a82e,Decision Alignment Protocols: Harmonising AI Agents for Comprehensive Market Assessment,2025,Akinyemi Arabambi; Bisola Faith Kayode; Olamide Faroun; Fatimat Okeleye; Emereuwaonu Ezechukwu; Abiola Oludotun; Oluwatosin Oyeladun; Gabriel Aiyeetan,,https://openalex.org/w4416924206,url:https://openalex.org/w4416924206,snowballing,snowballing,,,0,forward,exclude,A050,1,"Exclude at submission freeze: potentially relevant on title/metadata, but not fully audited and extracted before the conservative corpus freeze.",no,,snowballing,screened_excluded
URL_1a649800bd,Decoding Emotional Dynamics: A Comparative Analysis of Contextual and Non-Contextual Models in Sentiment Analysis of Turkish Couple Dialogues,2024,Esma Nafiye Polat; Cenk Demiroğlu; Olcay Taner Yıldız; Nilüfer Kafesçioğlu,,https://openalex.org/w4404307222,url:https://openalex.org/w4404307222,snowballing,snowballing,,,0,forward,exclude,A029,1,Non-financial sentiment-analysis paper; outside scope.,no,,snowballing,screened_excluded
URL_61d77a0c52,Decoding market sentiment: the power of ChatGPT in explaining Bitcoin returns from X data,2025,Binh Thanh Nguyen; Thanh Tuan Chu; Son Ha; Anh Tuan Nguyen,,https://openalex.org/w4414778201,url:https://openalex.org/w4414778201,snowballing,snowballing,,,0,forward,exclude,A048,1,Exclude at title/metadata screening: non-finance or cross-domain paper outside the review scope.,no,,snowballing,screened_excluded
URL_465b8d9bec,Deep learning for time series forecasting: a survey,2025,Xiangjie Kong; Zhenghao Chen; Weiyao Liu; Kaijie Ning; Lechao Zhang; Syauqie Muhammad Marier; Yichen Liu; Yuhao Chen; Feng Xia,,https://openalex.org/w4407276595,url:https://openalex.org/w4407276595,snowballing,snowballing,,,0,forward,exclude,A029,1,General time-series forecasting survey; not specific to LLM-based trading systems.,no,,snowballing,screened_excluded
URL_ac911c37af,Deep limit order book forecasting: a microstructural guide,2025,Antonio Briola; Silvia Bartolucci; Tomaso Aste,,https://openalex.org/w4412553285,url:https://openalex.org/w4412553285,snowballing,snowballing,,,0,forward,exclude,A043,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
URL_7c291fd772,Deep Reinforcement Learning for Stock Trading with Behavioral Finance Strategy,2023,S. Deng; Zetao Zheng; Hongcai He; Jie Shao,,https://openalex.org/w4388349160,url:https://openalex.org/w4388349160,snowballing,snowballing,,,0,forward,exclude,A043,1,Exclude at title/metadata screening: finance ML/RL/forecasting paper outside the review's LLM/foundation-model scope.,no,,snowballing,screened_excluded
URL_b56efae822,DeepFinLLM: an intelligent financial advisor unleashing strategic insights with large language models,2025,Veerababu Reddy; N. Veeranjaneyulu,,https://openalex.org/w4411324314,url:https://openalex.org/w4411324314,snowballing,snowballing,,,0,forward,exclude,A037,1,"Exclude at title/metadata screening: does not provide a sufficiently direct, auditable contribution to LLM-enabled trading systems under the conservative submission freeze.",no,,snowballing,screened_excluded
